,1,5,1,1,2,,,
,,,,0,0,0,,
,,,3,2,1,0,2,
,,,6,4,2,,1,
,,,9,6,,,1,
,140,25,15,10,,,5,
,784,140,84,56,,,,
,,,,,,,,
,,,,1,0,1,,
,,,0,0,0,0,,
,,,1,1,0,,,
,,,1,1,,,,
,22,4,2,2,,,,
,121,22,11,11,,,1,6
,143,26,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,8,1,,,,,,
66,58,8,,,,,,2
75,66,9,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
11,5,6,,,,,,3
19,11,8,,,,,,
