,1,5,1,1,2,,,
,,,,2,1,0,,
,,,-1,-1,0,-1,2,
,,,1,0,1,,1,
,,,0,-1,,,1,
,,,1,-1,,,5,
-1,0,-1,5,-6,,,1,
0,1,-1,6,-7,,,,
,,,,1,0,1,,
,,,0,0,0,0,,
,,,1,1,0,,,
,,,1,1,,,,
,,,2,2,,,,
143,121,22,11,11,,,,0
169,143,26,13,13,,,,
